model,policy,split,threshold,selected,n_trade_days,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown
tcn_gpu_stage3,RSEP-full,valid,1.1152156e-05,False,58,2241,139.89446302474096,-308.2078725149213,448.1023355396623,35.78888930650382,-0.137531402282428,-2.20314561313562,-307.63346503770174
tcn_gpu_stage3,RSEP-full,valid,1.4391646e-05,True,58,1716,98.7132007467687,-244.41208573487813,343.12528648164687,27.34345412303936,-0.1424312853932856,-2.4759817723049444,-244.1475425925052
tcn_gpu_stage3,RSEP-full,valid,1.8674829e-05,False,58,1160,58.98047695760216,-172.96860211660885,231.949079074211,18.451029802716533,-0.1491108638936283,-2.9326416305677983,-173.30034646125526
tcn_gpu_stage3,RSEP-full,valid,2.5818903e-05,False,57,605,28.52522295106525,-92.44615873983102,120.97138169089628,9.611924275035852,-0.1528035681650099,-3.240856658628805,-93.05529104790033
tcn_gpu_stage3,RSEP-full,valid,3.2634565e-05,False,54,321,5.989983688507904,-58.193182218713645,64.18316590722155,5.12294407871353,-0.1812871720209148,-9.715081917561864,-59.51403679971319
tcn_gpu_stage3,RSEP-full,valid,3.9437282e-05,False,46,168,6.463512935133349,-27.12679863587085,33.59031157100421,2.677330425303228,-0.1614690394992312,-4.196912562581758,-35.43512451570867
tcn_gpu_stage3,RSEP-full,valid,4.9665227e-05,False,30,69,7.796384437835122,-5.999674635885582,13.796059073720706,1.0985567233543354,-0.0869518063171823,-0.7695457662105173,-12.751319788345484
tcn_gpu_stage3_stride1,naive_threshold,valid,0.5,False,59,62817,1434.7602310893938,-11123.327332613737,12558.08756370313,1029.5820343379366,-0.1770751123519706,-7.752742996066979,-11143.146493482138
tcn_gpu_stage3_stride1,naive_threshold,valid,0.55,False,57,20062,414.8841420929914,-3595.7087243071906,4010.5928664001817,327.808577409969,-0.17922982376169827,-8.666777925441302,-3595.6296972458285
tcn_gpu_stage3_stride1,naive_threshold,valid,0.6,True,53,4963,136.87256262216727,-855.2489137288426,992.12147635101,80.51677024180978,-0.17232498765441115,-6.248505159428719,-921.9366419141273
tcn_gpu_stage3_stride1,naive_threshold,valid,0.65,False,44,862,4.792741297365936,-167.52156364504847,172.31430494241442,13.79597471142703,-0.19434056107314207,-34.953183001368636,-194.6588625778475
