trade_date,exchange,symbol,n_rows,first_timestamp,last_timestamp,duration_seconds,mean_snapshot_interval_ms,p50_snapshot_interval_ms,p95_snapshot_interval_ms,p99_snapshot_interval_ms,n_duplicate_timestamps,n_duplicate_sequence_numbers,n_non_monotonic_sequence,n_missing_values_by_column,n_crossed_book_rows,n_zero_or_negative_price_rows,n_zero_or_negative_size_rows,spread_mean,spread_p50,spread_p95,depth_top10_mean,depth_top10_p50,depth_top10_p95,file_size_mb
2024-09-15,BINANCE,BTC-USDT,540587,2024-09-15 00:00:00.013999872+00:00,2024-09-15 23:59:59.615000064+00:00,86399.601,159.82582049885124,100.000256,400.000256,600.0002559999999,0,0,0,{},0,0,0,0.011476268991827965,0.01171875,0.01171875,13.012482643127441,12.419000625610352,19.106779861450192,1894.6153
2024-09-16,BINANCE,BTC-USDT,687856,2024-09-16 00:00:00.013999872+00:00,2024-09-16 23:59:58.914000128+00:00,86398.9,125.6062687634109,100.0,300.0,400.000256,0,0,0,{},0,0,0,0.01172700710594654,0.01171875,0.01171875,12.607404708862305,12.214730262756348,18.670391082763672,1894.6153
2024-09-17,BINANCE,BTC-USDT,624185,2024-09-17 00:00:00.013999872+00:00,2024-09-17 23:59:59.915000064+00:00,86399.901,138.42056348799713,100.000256,300.00025600000004,500.0,0,0,0,{},0,0,0,0.012967421673238277,0.01171875,0.01171875,9.25917911529541,8.833770751953125,14.304464721679686,1894.6153
2024-09-18,BINANCE,BTC-USDT,675443,2024-09-18 00:00:00.013999872+00:00,2024-09-18 23:59:59.914000128+00:00,86399.9,127.9160905011178,100.000256,300.0,400.000256,0,0,0,{},0,0,0,0.015205691568553448,0.01171875,0.01171875,7.985750675201416,7.461589336395264,13.205983924865723,1894.6153
2024-09-19,BINANCE,BTC-USDT,519142,2024-09-19 00:00:00.013999872+00:00,2024-09-19 23:59:59.813999872+00:00,86399.8,166.42838843397072,199.99974400000002,300.0,400.000256,0,0,0,{},0,0,0,0.012629778124392033,0.01171875,0.01171875,10.278392791748047,9.804479598999023,15.504817962646484,1894.6153
2024-09-20,BINANCE,BTC-USDT,436233,2024-09-20 00:00:00.013999872+00:00,2024-09-20 23:59:59.813999872+00:00,86399.8,198.0592895523483,200.0,200.00025599999998,300.00025600000004,0,0,0,{},0,0,0,0.012149193324148655,0.01171875,0.01171875,9.690290451049805,9.321090698242188,14.665637969970703,1894.6153
2024-09-21,BINANCE,BTC-USDT,529220,2024-09-21 00:00:00.013999872+00:00,2024-09-21 23:59:59.914000128+00:00,86399.9,163.25925562055784,100.000256,399.99974399999996,599.999744,0,0,0,{},0,0,0,0.010879211127758026,0.01171875,0.01171875,10.499762535095215,9.578725814819336,15.794432544708249,1894.6153
2024-09-22,BINANCE,BTC-USDT,582381,2024-09-22 00:00:00.013999872+00:00,2024-09-22 23:59:59.914000128+00:00,86399.9,148.35657131126757,100.000256,399.99974399999996,500.0,0,0,0,{},0,0,0,0.011468618176877499,0.01171875,0.01171875,9.50148868560791,8.114709854125977,15.001440048217773,1894.6153
2024-09-23,BINANCE,BTC-USDT,600121,2024-09-23 00:00:00.013999872+00:00,2024-09-23 23:59:59.914000128+00:00,86399.9,143.97103912593482,100.000256,299.999744,400.000256,0,0,0,{},0,0,0,0.012704807333648205,0.01171875,0.01171875,7.163002014160156,6.636149883270264,11.640089988708496,1894.6153
2024-09-24,BINANCE,BTC-USDT,545821,2024-09-24 00:00:00.013999872+00:00,2024-09-24 23:59:59.914000128+00:00,86399.9,158.2937598480378,100.000256,400.000256,600.0002559999999,0,0,0,{},0,0,0,0.012522513046860695,0.01171875,0.01171875,8.755121231079102,8.36945915222168,14.008420944213867,1894.6153
